1107411001088934089 | 1138208508488204400
1257244573856563271 | 1299448158237233204
1243528959832883220 | 1315944353402982411
1096099223306506260 | 1305227555615277098
1271950188747034626 | 1272018626618069002
1187190229279457331 | 1191181844549476412
935793917192986644 | 1241429459895062550
1176929218433646703 | 1314326599788658770
1265994942354952314 | 1284435641903353896
1151128989860102194 | 1151128990145314902
1044893175304695870 | 1051011424022970470
1089573067736494230 | 1127248074805358754
1206828513441615872 | 1284700586842783865
1249952778281947176 | 1255318615251750972
1279491823181496441 | 1279494381430112371
1269427945592848484 | 1269428542198911106
1128521478904741899 | 1128526454158802964
1285228088317444121 | 1285238650170376202
1255984806756487290 | 1256112930387263499
822997137339842560 | 1309531992123113562
1163096383805460540 | 1247666946456158278
1228981162882371646 | 1301399344972566601
1144751597017104404 | 1298731111622512710
1169962685320921188 | 1316224761709334538
1183283854283395103 | 1186299265312628866
1253915561616871477 | 1275250774850666538
1150741455669829632 | 1150741457423048705
1291434501989204088 | 1292141152413421711
1121974557503406182 | 1274351196395536404
1260814251648487515 | 1262517148664856731
1146913808405766307 | 1149518148714889348
1270366368973324389 | 1314258307330080799
966642123262795776 | 1310119153084006453
1120087184188375093 | 1128679369322283079
1258032628250968096 | 1258040520236863519
1051495728494690374 | 1100309050421424138
1272329108818231308 | 1277311789310414869
949447507858063390 | 1309571567885222020
1254477460343623851 | 1284825714822090825
964871094966288414 | 1278780847159509114
1283811480399253535 | 1300404640067616778
1103059289775546368 | 1284866221942243329
1110526081380917339 | 1312791053820231730
1259713463652061244 | 1306934173084291082
1256446089976877057 | 1261562489003315300
1203137817988042792 | 1310381424095789116
1062246768881971261 | 1076739534055817288
1082597121586376704 | 1306496671898931300
784643556995629076 | 1288583768369664051
1133894626307215431 | 1137215658501865513
1134525957861036085 | 1279516944948527237
1307017316919279687 | 1307200433139351652
1296795691947134996 | 1296795692571951125
1146859067982229605 | 1228363537387094027
864729159342358558 | 1041424311031967926
1285347517940105236 | 1285931511425536000
1233255329954009119 | 1235303775632097491
1265959845308268555 | 1265969577192329277
